movie_id,title,tags
58,Pirates of the Caribbean: Dead Man's Chest,Adventure Fantasy Action witch fortuneteller bondage exoticisland monster captain cardgame eastindiatradingcompany compass ship daughter pirate swashbuckler aftercreditsstinger JohnnyDepp OrlandoBloom KeiraKnightley GoreVerbinski 
57201,The Lone Ranger,Action Adventure Western texas horse survivor texasranger partner outlaw escape lawyer train loneranger comanche theloneranger tonto JohnnyDepp ArmieHammer WilliamFichtner GoreVerbinski 
49521,Man of Steel,Action Adventure Fantasy ScienceFiction savingtheworld dccomics superhero basedoncomicbook superhuman alieninvasion reboot superpowers dcextendeduniverse HenryCavill AmyAdams MichaelShannon ZackSnyder 
2454,The Chronicles of Narnia: Prince Caspian,Adventure Family Fantasy basedonnovel fictionalplace brothersisterrelationship lion humanbeing wretch leapintime matteroflifeanddeath faith uncle narnia fantasyworld BenBarnes WilliamMoseley AnnaPopplewell AndrewAdamson 
24428,The Avengers,ScienceFiction Action Adventure newyork shield marvelcomic superhero basedoncomicbook alieninvasion superheroteam aftercreditsstinger duringcreditsstinger marvelcinematicuniverse RobertDowneyJr. ChrisEvans MarkRuffalo JossWhedon 
1865,Pirates of the Caribbean: On Stranger Tides,Adventure Action Fantasy sea captain mutiny sword primeminister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d JohnnyDepp PenélopeCruz IanMcShane RobMarshall 
41154,Men in Black 3,Action Comedy ScienceFiction timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory WillSmith TommyLeeJones JoshBrolin BarrySonnenfeld 
122917,The Hobbit: The Battle of the Five Armies,Action Adventure Fantasy corruption elves dwarves orcs middle-earth(tolkien) hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery MartinFreeman IanMcKellen RichardArmitage PeterJackson 
1930,The Amazing Spider-Man,Action Adventure Fantasy lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpowers geneticengineering socialoutcast duringcreditsstinger AndrewGarfield EmmaStone RhysIfans MarcWebb 
20662,Robin Hood,Action Adventure robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland RussellCrowe CateBlanchett MaxvonSydow RidleyScott 
57158,The Hobbit: The Desolation of Smaug,Adventure Fantasy elves dwarves orcs hobbit dragon wizard swordandsorcery MartinFreeman IanMcKellen RichardArmitage PeterJackson 
2268,The Golden Compass,Adventure Fantasy england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel DakotaBlueRichards NicoleKidman DanielCraig ChrisWeitz 
254,King Kong,Adventure Drama Action filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur NaomiWatts JackBlack AdrienBrody PeterJackson 
597,Titanic,Drama Romance Thriller shipwreck iceberg ship panic titanic oceanliner epic richwoman-poorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s KateWinslet LeonardoDiCaprio FrancesFisher JamesCameron 
271110,Captain America: Civil War,Adventure Action ScienceFiction civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d ChrisEvans RobertDowneyJr. ScarlettJohansson AnthonyRusso JoeRusso 
44833,Battleship,Thriller Action Adventure ScienceFiction fight u.s.navy mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri TaylorKitsch AlexanderSkarsgård Rihanna PeterBerg 
135397,Jurassic World,Action Adventure ScienceFiction Thriller monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror ChrisPratt BryceDallasHoward IrrfanKhan ColinTrevorrow 
37724,Skyfall,Action Adventure Thriller spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao DanielCraig JudiDench JavierBardem SamMendes 
558,Spider-Man 2,Action Adventure Fantasy dualidentity loveofone'slife pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain TobeyMaguire KirstenDunst JamesFranco SamRaimi 
68721,Iron Man 3,Action Adventure ScienceFiction terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis RobertDowneyJr. GwynethPaltrow DonCheadle ShaneBlack 
12155,Alice in Wonderland,Family Fantasy Adventure basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d MiaWasikowska JohnnyDepp AnneHathaway TimBurton 
36668,X-Men: The Last Stand,Adventure Action ScienceFiction Thriller mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger HughJackman HalleBerry IanMcKellen BrettRatner 
62211,Monsters University,Animation Family monster dormitory games animation bestfriend university scary aftercreditsstinger BillyCrystal JohnGoodman SteveBuscemi DanScanlon 
8373,Transformers: Revenge of the Fallen,ScienceFiction Action Adventure egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger ShiaLaBeouf MeganFox JoshDuhamel MichaelBay 
91314,Transformers: Age of Extinction,ScienceFiction Action Adventure sequel alien transformers giantrobot robot imax transformingrobot MarkWahlberg StanleyTucci KelseyGrammer MichaelBay 
68728,Oz: The Great and Powerful,Fantasy Adventure Family circus witch magic hope illusion lost magictrick wizard 3d JamesFranco MilaKunis RachelWeisz SamRaimi 
102382,The Amazing Spider-Man 2,Action Adventure Fantasy obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowers AndrewGarfield EmmaStone JamieFoxx MarcWebb 
20526,TRON: Legacy,Adventure Action ScienceFiction artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy GarrettHedlund JeffBridges OliviaWilde JosephKosinski 
49013,Cars 2,Animation Family Adventure Comedy carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger OwenWilson LarrytheCableGuy MichaelCaine JohnLasseter BradLewis 
44912,Green Lantern,Adventure Action Thriller ScienceFiction dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3d RyanReynolds BlakeLively PeterSarsgaard MartinCampbell 
10193,Toy Story 3,Animation Family Comedy hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory TomHanks TimAllen NedBeatty LeeUnkrich 
534,Terminator Salvation,Action ScienceFiction Thriller savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post-apocalyptic dystopia army firearm wartime losangeles ChristianBale SamWorthington AntonYelchin McG 
168259,Furious 7,Action carrace speed revenge suspense car race musclecar VinDiesel PaulWalker DwayneJohnson JamesWan 
72190,World War Z,Action Drama Horror ScienceFiction Thriller dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse BradPitt MireilleEnos AbigailHargrove MarcForster 
127585,X-Men: Days of Future Past,Action Adventure Fantasy ScienceFiction 1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture HughJackman JamesMcAvoy MichaelFassbender BryanSinger 
54138,Star Trek Into Darkness,Action Adventure ScienceFiction spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing 3d ChrisPine ZacharyQuinto ZoeSaldana J.J.Abrams 
81005,Jack the Giant Slayer,Action Family Fantasy basedonfairytale giant NicholasHoult EleanorTomlinson EwanMcGregor BryanSinger 
64682,The Great Gatsby,Drama Romance basedonnovel infidelity obsession hope 3d LeonardoDiCaprio TobeyMaguire CareyMulligan BazLuhrmann 
9543,Prince of Persia: The Sands of Time,Adventure Fantasy Action Romance persia sandstorm brotheragainstbrother armageddon regent basedonvideogame JakeGyllenhaal GemmaArterton BenKingsley MikeNewell 
68726,Pacific Rim,Action ScienceFiction Adventure dystopia giantrobot giantmonster apocalypse imax duringcreditsstinger 3d IdrisElba CharlieHunnam CharlieDay GuillermodelToro 
38356,Transformers: Dark of the Moon,Action ScienceFiction Adventure moon spacecraft traitor bodyguard alienplanet basedoncartoon transformers giantrobot sabotage worddomination commando duringcreditsstinger ShiaLaBeouf JohnMalkovich KenJeong MichaelBay 
217,Indiana Jones and the Kingdom of the Crystal Skull,Adventure Action savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology  HarrisonFord CateBlanchett ShiaLaBeouf StevenSpielberg 
105864,The Good Dinosaur,Adventure Animation Family tyrannosaurusrex friends alternatehistory dinosaur fear storm nature human journey RaymondOchoa JackBright JeffreyWright PeterSohn 
62177,Brave,Animation Adventure Comedy Family Action Fantasy scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruins aftercreditsstinger peaceoffering womandirector courage 3d KellyMacdonald JulieWalters BillyConnolly BrendaChapman MarkAndrews StevePurcell 
188927,Star Trek Beyond,Action Adventure ScienceFiction sequel stranded hatred spaceopera ChrisPine ZacharyQuinto KarlUrban JustinLin 
10681,WALL·E,Animation Family romanticcomedy BenBurtt ElissaKnight JeffGarlin AndrewStanton 
5174,Rush Hour 3,Action Comedy Crime Thriller ambassador ChrisTucker JackieChan HiroyukiSanada BrettRatner 
14161,2012,Action Adventure ScienceFiction civilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankind JohnCusack AmandaPeet ChiwetelEjiofor RolandEmmerich 
17979,A Christmas Carol,Animation Drama holiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmas GaryOldman JimCarrey SteveValentine RobertZemeckis 
76757,Jupiter Ascending,ScienceFiction Fantasy Action Adventure jupiter space womandirector 3d interspeciesromance MilaKunis ChanningTatum SeanBean LillyWachowski LanaWachowski 
258489,The Legend of Tarzan,Action Adventure africa feralchild tarzan jungle animalattack AlexanderSkarsgård MargotRobbie ChristophWaltz DavidYates 
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure Family Fantasy savingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairy-talefigure battle narnia fantasyworld duringcreditsstinger WilliamMoseley AnnaPopplewell SkandarKeynes AndrewAdamson 
246655,X-Men: Apocalypse,ScienceFiction mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s JamesMcAvoy MichaelFassbender JenniferLawrence BryanSinger 
155,The Dark Knight,Drama Action Crime Thriller dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batman ChristianBale HeathLedger AaronEckhart ChristopherNolan 
14160,Up,Animation Comedy Family Adventure agedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploring EdAsner ChristopherPlummer JordanNagai PeteDocter 
15512,Monsters vs Aliens,Animation Family Adventure ScienceFiction alien giantrobot duringcreditsstinger SethRogen ReeseWitherspoon HughLaurie ConradVernon RobLetterman 
1726,Iron Man,Action ScienceFiction Adventure middleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson RobertDowneyJr. TerrenceHoward JeffBridges JonFavreau 
44826,Hugo,Adventure Drama Family library clock filmdirector key toy boy love orphan robot automaton hiding filmmaking legbrace doberman 3d BenKingsley SachaBaronCohen AsaButterfield MartinScorsese 
8487,Wild Wild West,Action Adventure Comedy ScienceFiction Western steampunk basedontvseries steamlocomotive drag WillSmith KevinKline KennethBranagh BarrySonnenfeld 
1735,The Mummy: Tomb of the Dragon Emperor,Adventure Action Fantasy BrendanFraser JetLi JohnHannah RobCohen 
297761,Suicide Squad,Action Adventure Crime Fantasy ScienceFiction dccomics shareduniverse antihero secretmission villain superhero supervillain dcextendeduniverse WillSmith MargotRobbie JoelKinnaman DavidAyer 
2698,Evan Almighty,Fantasy Comedy Family fathersonrelationship dailylife marriedcouple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah'sark SteveCarell LaurenGraham JohnGoodman TomShadyac 
137113,Edge of Tomorrow,Action ScienceFiction dejavu timewarp restart dystopia war alien militaryofficer soldier alieninvasion exoskeleton TomCruise EmilyBlunt BrendanGleeson DougLiman 
9804,Waterworld,Adventure Action ocean tattoo mutant water dystopia doomsday KevinCostner ChaimGirafi RickAviles KevinReynolds 
14869,G.I. Joe: The Rise of Cobra,Adventure Action Thriller ScienceFiction terrorist secret hostage technology warhead government president revenge murder attack explosion scientist lasers evil cobra DennisQuaid ChanningTatum MarlonWayans StephenSommers 
150540,Inside Out,Drama Comedy Animation Family dream cartoon imaginaryfriend animation family moving kids unicorn duringcreditsstinger 3d emotions AmyPoehler PhyllisSmith RichardKind PeteDocter 
278927,The Jungle Book,Family Adventure Drama Fantasy basedonnovel snake wolf elephant tiger feralchild panther remake bear jungle talkinganimal orphan animal talkingtoanimals NeelSethi BillMurray BenKingsley JonFavreau 
10138,Iron Man 2,Adventure Action ScienceFiction malibu marvelcomic superhero basedoncomicbook revenge aftercreditsstinger marvelcinematicuniverse RobertDowneyJr. GwynethPaltrow DonCheadle JonFavreau 
58595,Snow White and the Huntsman,Adventure Fantasy Drama queen magic fairytale immortality forest deception woman eternalyouth snowwhite evilqueen evilstepmother imprisoned sorceress KristenStewart CharlizeTheron ChrisHemsworth RupertSanders 
102651,Maleficent,Fantasy Adventure Action Family Romance fairytale villain sleepingbeauty darkfantasy basedonfairytale adaptation retelling literaryadaptation 3d AngelinaJolie ElleFanning SharltoCopley RobertStromberg 
119450,Dawn of the Planet of the Apes,ScienceFiction Action Drama Thriller leader colony post-apocalyptic dystopia forest sequel woods ape scientist monkey medicalresearch animalattack plague 3d AndySerkis JasonClarke GaryOldman MattReeves 
79698,The Lovers,Action Adventure ScienceFiction Romance JoshHartnett SimoneKessell TamsinEgerton RolandJoffé 
64686,47 Ronin,Drama Action Adventure Fantasy japan suicide samurai basedontruestory samuraisword ronin shogun halfbreed 3d KeanuReeves HiroyukiSanada KouShibasaki CarlRinsch 
100402,Captain America: The Winter Soldier,Action Adventure ScienceFiction washingtond.c. future shield marvelcomic superhero basedoncomicbook captainamerica aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d politicalthriller ChrisEvans SamuelL.Jackson ScarlettJohansson AnthonyRusso JoeRusso 
10192,Shrek Forever After,Comedy Adventure Fantasy Animation Family ogre 3d MikeMyers EddieMurphy CameronDiaz MikeMitchell 
158852,Tomorrowland,Adventure Family Mystery ScienceFiction inventor apocalypse destiny imax dreamer futuristiccar futuristiccity BrittRobertson GeorgeClooney RaffeyCassidy BradBird 
177572,Big Hero 6,Adventure Family Animation Action Comedy brotherbrotherrelationship hero talent revenge bestfriend anotherdimension robot boygenius hate aftercreditsstinger moraldilemma 3d teensuperheroes deadbrother ScottAdsit RyanPotter DanielHenney ChrisWilliams DonHall 
82690,Wreck-It Ralph,Family Animation Comedy Adventure supportgroup productplacement bullying racing arcade medal selfesteem curiosity precociouschild aftercreditsstinger duringcreditsstinger firstpersonshooter glitch carefree videogamer q*bert interruptedwedding socialreject JohnC.Reilly SarahSilverman JackMcBrayer RichMoore 
5255,The Polar Express,Adventure Animation Family Fantasy santaclaus nerd faith gift bell beard northpole chute trestle ticket christmas TomHanks MichaelJeter NonaGaye RobertZemeckis 
47933,Independence Day: Resurgence,Action Adventure ScienceFiction alternatehistory alieninvasion LiamHemsworth JeffGoldblum BillPullman RolandEmmerich 
10191,How to Train Your Dragon,Fantasy Adventure Animation Family flying blacksmith arena island night ship training village forest viking friendship ignorance flight nest dragon battle combat well warrior JayBaruchel GerardButler CraigFerguson ChrisSanders DeanDeBlois 
296,Terminator 3: Rise of the Machines,Action Thriller ScienceFiction savingtheworld artificialintelligence manvsmachine cyborg killerrobot sunglasses leatherjacket nanotechnology rocketlauncher firemen veterinarian fireengine dystopia psychiatrist ArnoldSchwarzenegger NickStahl ClaireDanes JonathanMostow 
118340,Guardians of the Galaxy,Action ScienceFiction Adventure marvelcomic spaceship space outerspace orphan adventurer aftercreditsstinger duringcreditsstinger marvelcinematicuniverse ChrisPratt ZoeSaldana DaveBautista JamesGunn 
157336,Interstellar,Adventure Drama ScienceFiction savingtheworld artificialintelligence fathersonrelationship singleparent nasa expedition wormhole spacetravel famine blackhole dystopia raceagainsttime quantummechanics spaceship space rescue familyrelationships farmhouse robot astronaut scientist fatherdaughterrelationship singlefather farmer spacestation imax astrophysics zerogravity courage timeparadox relativity MatthewMcConaughey JessicaChastain AnneHathaway ChristopherNolan 
27205,Inception,Action Thriller ScienceFiction Mystery Adventure lossoflover dream kidnapping sleep subconsciousness heist redemption femalehero LeonardoDiCaprio JosephGordon-Levitt EllenPage ChristopherNolan 
315011,Shin Godzilla,Action Adventure Drama Horror ScienceFiction monster godzilla giantmonster destruction kaiju toyko HirokiHasegawa YutakaTakenouchi SatomiIshihara HideakiAnno ShinjiHiguchi 
49051,The Hobbit: An Unexpected Journey,Adventure Fantasy Action riddle elves dwarves orcs middle-earth(tolkien) hobbit mountains wizard journey ring goblin courage giant tunnel undergroundlake buriedtreasure climbingatree invisibility ancient gnomes IanMcKellen MartinFreeman RichardArmitage PeterJackson 
9799,The Fast and the Furious,Action Crime Thriller streetgang carrace undercover auto-tuning losangeles car automobileracing aftercreditsstinger duringcreditsstinger PaulWalker VinDiesel MichelleRodriguez RobCohen 
4922,The Curious Case of Benjamin Button,Fantasy Drama Thriller Mystery Romance diary navy funeral tea travel hospital CateBlanchett BradPitt TildaSwinton DavidFincher 
49538,X-Men: First Class,Action ScienceFiction Adventure cia mutant mine marvelcomic superhero basedoncomicbook superhuman historicalfiction nuclearwar cubanmissilecrisis worldwariii 1960s JamesMcAvoy MichaelFassbender JenniferLawrence MatthewVaughn 
131634,The Hunger Games: Mockingjay - Part 2,Action Adventure ScienceFiction revolution strongwoman dystopia gameofdeath 3d basedonyoungadultnovel JenniferLawrence JoshHutcherson LiamHemsworth FrancisLawrence 
27022,The Sorcerer's Apprentice,Fantasy Adventure Action Comedy Drama witch fire wolf fountain magic book castle water apprentice training merlin love mission sorcerer dragon aftercreditsstinger apprendista morgana NicolasCage JayBaruchel MonicaBellucci JonTurteltaub 
503,Poseidon,Adventure Action Drama Thriller newyear'seve fire drowning cataclysm lossoffather atlanticocean ball self-abandonment shipwreck giantwave blackout ship daughter single escape capsizedship KurtRussell RichardDreyfuss JoshLucas WolfgangPetersen 
241259,Alice Through the Looking Glass,Fantasy basedonnovel clock queen sequel aliceinwonderland darkfantasy madhatter 3d JohnnyDepp MiaWasikowska AnneHathaway JamesBobin 
810,Shrek the Third,Fantasy Adventure Animation Comedy Family ambush sadness stage liberationofprisoners island traitor shipwreck prince ship donkey kingdom theatreplay transformation conciliation tricks heirtothethrone assault boardingschool coupd'etat teacher bestfriend dragon cowardliness pregnancy capture duringcreditsstinger MikeMyers EddieMurphy CameronDiaz ChrisMiller RamanHui 
68735,Warcraft,Action Adventure Fantasy videogame elves orcs magic chase basedoncomicbook sorcerer fictionalwar basedonvideogame wizard fictionallanguage muscles orc swordandsorcery PaulaPatton TravisFimmel BenFoster DuncanJones 
87101,Terminator Genisys,ScienceFiction Action Thriller Adventure savingtheworld artificialintelligence cyborg killerrobot future timetravel dystopia sequel fiction duringcreditsstinger 3d ArnoldSchwarzenegger JasonClarke EmiliaClarke AlanTaylor 
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure Family Fantasy basedonnovel magic goodvsevil king narnia fantasyworld knifeheldtothroat snowing quest SkandarKeynes GeorgieHenley SimonPegg MichaelApted 
676,Pearl Harbor,History Romance War nurse patriotism hawaii worldwarii pilot pearlharbor u.s.airforce airplane war army love pin-up BenAffleck JoshHartnett KateBeckinsale MichaelBay 
1858,Transformers,Adventure ScienceFiction Action destroy transformation alien basedontoy transformers robot duringcreditsstinger teenagehero ShiaLaBeouf JoshDuhamel MeganFox MichaelBay 
1966,Alexander,War History Action Adventure Drama Romance aristotle egypt greece persia elephant campaign alexanderthegreat homosexuality gayrelationship ancientworld ColinFarrell AngelinaJolie ValKilmer OliverStone 
675,Harry Potter and the Order of the Phoenix,Adventure Fantasy Family Mystery prophecy witch lossoflover magic cuttingthecord childhero dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft blackmagic deathofafriend sorcery occultism DanielRadcliffe RupertGrint EmmaWatson DavidYates 
674,Harry Potter and the Goblet of Fire,Adventure Fantasy Family magic dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft chosenone blackmagic boardingschool vision tournament teenager wizard teenagehero basedonyoungadultnovel DanielRadcliffe RupertGrint EmmaWatson MikeNewell 
8960,Hancock,Fantasy Action flying alcohol loveofone'slife forbiddenlove lovers affection advertisingexpert alcoholism invulnerability superhero pokies duringcreditsstinger WillSmith CharlizeTheron JasonBateman PeterBerg 
6479,I Am Legend,Drama Horror Action Thriller ScienceFiction savingtheworld lostcivilisation post-apocalyptic dystopia matteroflifeanddeath alone helplessness virus pandemic WillSmith AliceBraga CharlieTahan FrancisLawrence 
118,Charlie and the Chocolate Factory,Adventure Comedy Family Fantasy londonengland fathersonrelationship chocolate factoryworker basedonnovel parentskidsrelationship candy overweightchild grandfathergrandsonrelationship teacher JohnnyDepp FreddieHighmore DavidKelly TimBurton 
2062,Ratatouille,Animation Comedy Family Fantasy paris brotherbrotherrelationship expensiverestaurant river cook mouse confidence roof window leavingone'sfamily work restaurantcritic kitchen spice court cookbook family chef rat PattonOswalt IanHolm LouRomano JanPinkava BradBird 
272,Batman Begins,Action Crime Drama himalaya martialarts dccomics crimefighter secretidentity undercover hero lossoffather society gothamcity vigilante superhero basedoncomicbook rivalry tragichero ninja goodvsevil crime superpowers hauntedbythepast evildoctor escapade mastervillain fightingcrime unfulfillment loveandromance unfulfilledlove ChristianBale MichaelCaine LiamNeeson ChristopherNolan 
10527,Madagascar: Escape 2 Africa,Family Animation africa jealousy dance hunger lion zoo hippopotamus chimp penguin volcano madagascar airplane zebra sequel shark imax duringcreditsstinger BenStiller JadaPinkettSmith DavidSchwimmer EricDarnell TomMcGrath 
18360,Night at the Museum: Battle of the Smithsonian,Adventure Fantasy Action Comedy Family museum theodoreroosevelt duringcreditsstinger ameliaearhart smithsonian BenStiller AmyAdams OwenWilson ShawnLevy 
2080,X-Men Origins: Wolverine,Adventure Action Thriller ScienceFiction corruption mutant boxer army marvelcomic superhero aftercreditsstinger duringcreditsstinger HughJackman LievSchreiber DannyHuston GavinHood 
605,The Matrix Revolutions,Adventure Action Thriller ScienceFiction savingtheworld artificialintelligence manvsmachine flying philosophy fortuneteller kungfu undergroundworld killerrobot temple subway dream sun hero fight sunlight computervirus key future precognition supercomputer machinetown yingyang dyinganddeath virtualreality dystopia computer faith worldreligion truth rescue mission cyberpunk womandirector yinyang gnosticism KeanuReeves LaurenceFishburne Carrie-AnneMoss LillyWachowski LanaWachowski 
109445,Frozen,Animation Adventure Family queen musical princess betrayal snowman animation reindeer curse snow troll mountainclimber aftercreditsstinger womandirector 3d KristenBell IdinaMenzel JonathanGroff ChrisBuck JenniferLee 
604,The Matrix Reloaded,Adventure Action Thriller ScienceFiction savingtheworld artificialintelligence manvsmachine martialarts kungfu undergroundworld dream hero fight computervirus key future plato precognition rave dyinganddeath virtualreality dystopia computer faith worldreligion truth mission cyberpunk womandirector gnosticism KeanuReeves Carrie-AnneMoss LaurenceFishburne LillyWachowski LanaWachowski 
76338,Thor: The Dark World,Action Adventure Fantasy marvelcomic superhero basedoncomicbook hostiletakeover norsemythology aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d asgard ChrisHemsworth NataliePortman TomHiddleston AlanTaylor 
76341,Mad Max: Fury Road,Action Adventure ScienceFiction Thriller future chase post-apocalyptic dystopia australia rescue survival ontherun convoy peakoil darkfuture TomHardy CharlizeTheron NicholasHoult GeorgeMiller 
13448,Angels & Demons,Thriller Mystery rome vatican basedonnovel symbolism christian illuminati quantummechanics prequel antimatter conspiracy investigator catholicism cern TomHanks EwanMcGregor AyeletZurer RonHoward 
10195,Thor,Adventure Fantasy Action newmexico banishment shield marvelcomic hammer superhero basedoncomicbook redemption norsemythology aftercreditsstinger marvelcinematicuniverse 3d asgard odin heimdall ChrisHemsworth NataliePortman TomHiddleston KennethBranagh 
13053,Bolt,Animation Family Adventure Comedy hamster kidsandfamily animal catvsdog duringcreditsstinger dogcatfriendship animallead girldogrelationship JohnTravolta MileyCyrus SusieEssman ChrisWilliams ByronHoward 
19585,G-Force,Fantasy Action Adventure Family Comedy dyr duringcreditsstinger SamRockwell PenélopeCruz TracyMorgan HoytYeatman 
57165,Wrath of the Titans,Adventure underworld hades mythology greekmythology zeus perseus gods ancientgreece basedongreekmyth ares 3d SamWorthington LiamNeeson RalphFiennes JonathanLiebesman 
62213,Dark Shadows,Comedy Fantasy witch imprisonment vampire curse fishoutofwater chains gothic madness oldhouse lostlove angrymob 18thcentury ghost hiddenroom oldmansion JohnnyDepp MichellePfeiffer HelenaBonhamCarter TimBurton 
